1,39,5
1,54,5
1,15,5
1,31,3
1,44,5
1,32,1
1,78,3
1,5,3
1,76,3
1,44,5
1,41,1
1,9,5
1,75,1
1,53,3
1,77,5
1,24,1
1,49,1
1,31,1
1,67,5
1,5,5
1,44,5
1,19,5
1,45,5
1,69,5
1,70,5
1,36,3
1,52,1
1,71,1
1,49,1
1,57,5
1,20,5
2,64,3
2,53,5
2,55,3
2,5,1
2,11,1
2,37,5
2,53,1
2,52,1
2,63,1
2,64,1
2,64,5
2,14,1
2,2,3
2,44,1
2,60,1
2,71,1
2,78,5
2,25,1
2,33,1
2,24,3
2,23,1
2,21,3
2,39,5
2,36,3
2,71,1
2,9,1
2,49,3
2,33,5
2,34,1
2,19,1
2,6,1
3,66,5
3,66,1
3,56,3
3,3,3
3,46,1
3,39,5
3,12,3
3,15,5
3,27,1
3,2,5
3,16,1
3,52,3
3,42,5
3,25,5
3,15,5
3,18,1
3,29,5
3,43,5
3,27,3
3,48,1
3,67,1
3,53,5
3,79,1
3,69,3
3,26,5
3,70,1
3,48,5
3,3,3
3,36,3
3,76,5
3,4,3
4,42,5
4,62,5
4,17,3
4,62,5
4,35,1
4,35,1
4,40,3
4,5,5
4,22,1
4,50,5
4,14,5
4,67,3
4,68,1
4,27,3
4,16,1
4,39,1
4,23,3
4,68,1
4,2,3
4,21,1
4,29,3
4,78,5
4,79,5
4,58,3
4,75,3
4,12,5
4,52,3
4,26,3
4,64,3
4,42,3
4,31,3
5,29,5
5,21,3
5,17,5
5,80,5
5,3,3
5,21,5
5,52,1
5,69,1
5,22,5
5,51,1
5,54,5
5,71,3
5,12,1
5,20,5
5,77,5
5,47,5
5,61,1
5,78,1
5,40,3
5,8,1
5,43,3
5,35,5
5,58,3
5,64,5
5,67,1
5,79,5
5,44,3
5,48,5
5,67,5
5,30,3
5,78,5
6,16,1
6,78,5
6,52,3
6,63,3
6,45,5
6,6,1
6,78,3
6,17,3
6,47,1
6,46,1
6,72,5
6,62,5
6,12,5
6,63,3
6,78,3
6,73,3
6,59,5
6,67,3
6,69,3
6,62,5
6,7,5
6,57,3
6,73,3
6,11,5
6,31,5
6,20,5
6,51,1
6,71,5
6,63,1
6,55,5
6,20,5
7,41,5
7,6,1
7,35,5
7,45,3
7,59,5
7,10,3
7,36,5
7,51,1
7,21,5
7,24,5
7,50,1
7,41,3
7,69,3
7,38,1
7,16,5
7,4,3
7,20,5
7,21,1
7,22,1
7,27,5
7,20,1
7,44,1
7,59,3
7,50,5
7,48,3
7,30,3
7,80,3
7,73,5
7,49,5
7,77,5
7,71,5
8,56,5
8,44,3
8,52,3
8,11,5
8,9,5
8,57,1
8,77,1
8,53,5
8,16,3
8,3,3
8,19,5
8,49,1
8,46,3
8,49,1
8,30,1
8,52,5
8,48,5
8,61,5
8,8,3
8,8,5
8,35,5
8,52,5
8,59,3
8,28,5
8,38,5
8,45,1
8,18,3
8,51,1
8,36,3
8,69,1
8,13,3
9,3,5
9,4,1
9,16,1
9,47,1
9,77,3
9,33,3
9,23,3
9,20,5
9,22,1
9,43,5
9,24,5
9,39,5
9,56,5
9,49,3
9,6,3
9,29,3
9,77,5
9,2,3
9,52,3
9,65,3
9,11,3
9,46,5
9,21,3
9,60,3
9,69,1
9,77,3
9,41,1
9,52,3
9,18,1
9,53,5
9,40,1
10,8,5
10,22,5
10,68,1
10,59,3
10,27,5
10,24,5
10,33,5
10,60,5
10,66,1
10,63,1
10,42,5
10,27,5
10,21,1
10,62,1
10,7,1
10,18,1
10,34,1
10,53,1
10,80,1
10,76,1
10,70,1
10,15,3
10,77,5
10,69,5
10,75,5
10,35,3
10,69,5
10,75,5
10,43,3
10,50,3
10,22,1
11,50,5
11,43,5
11,73,1
11,5,3
11,27,5
11,73,3
11,17,1
11,43,5
11,15,1
11,76,5
11,30,1
11,27,1
11,24,5
11,78,5
11,52,5
11,19,3
11,42,5
11,53,1
11,17,5
11,10,3
11,43,5
11,38,5
11,70,5
11,45,3
11,68,3
11,8,1
11,54,1
11,2,3
11,28,1
11,58,5
11,8,3
12,19,3
12,23,5
12,58,3
12,32,3
12,77,3
12,8,1
12,75,1
12,38,1
12,79,3
12,43,3
12,21,3
12,11,3
12,21,3
12,22,5
12,76,1
12,67,5
12,46,5
12,23,1
12,41,3
12,56,1
12,60,3
12,47,3
12,23,1
12,46,1
12,50,3
12,28,5
12,50,5
12,3,3
12,14,5
12,79,5
12,33,3
13,4,5
13,63,3
13,71,5
13,47,5
13,21,3
13,5,3
13,10,5
13,57,5
13,44,3
13,79,1
13,38,5
13,64,1
13,42,1
13,46,5
13,19,3
13,53,5
13,55,3
13,60,5
13,55,3
13,54,1
13,3,1
13,26,3
13,73,5
13,60,1
13,63,1
13,52,3
13,52,3
13,2,3
13,58,5
13,80,1
13,41,3
14,14,3
14,60,1
14,73,3
14,26,1
14,33,3
14,6,5
14,71,5
14,64,1
14,39,3
14,47,3
14,29,3
14,26,5
14,37,3
14,18,5
14,48,1
14,77,3
14,77,5
14,48,1
14,33,1
14,34,3
14,58,5
14,67,5
14,6,5
14,28,1
14,13,5
14,3,1
14,10,3
14,68,5
14,29,5
14,10,1
14,76,3
15,36,3
15,46,1
15,19,3
15,53,5
15,19,3
15,37,5
15,9,1
15,77,3
15,62,5
15,61,1
15,55,1
15,29,5
15,41,5
15,2,5
15,14,1
15,47,3
15,21,3
15,11,1
15,50,1
15,65,5
15,62,5
15,56,3
15,66,3
15,21,1
15,27,1
15,68,1
15,33,1
15,25,1
15,42,5
15,7,1
15,77,5
16,41,1
16,58,3
16,3,1
16,38,5
16,63,3
16,50,3
16,38,3
16,14,1
16,29,3
16,38,3
16,46,1
16,63,3
16,14,3
16,41,3
16,69,5
16,35,5
16,41,1
16,52,1
16,29,3
16,75,1
16,35,5
16,34,1
16,19,1
16,26,5
16,62,1
16,79,5
16,10,3
16,35,5
16,50,3
16,9,3
16,55,3
17,59,3
17,35,5
17,72,3
17,20,3
17,42,1
17,48,3
17,75,5
17,39,3
17,21,5
17,5,3
17,61,1
17,30,3
17,23,1
17,65,3
17,11,3
17,57,5
17,38,3
17,57,3
17,57,3
17,2,5
17,30,5
17,6,5
17,67,1
17,4,3
17,80,3
17,72,1
17,12,5
17,30,1
17,71,5
17,58,5
17,47,1
18,37,5
18,32,3
18,19,5
18,20,5
18,61,5
18,16,1
18,21,5
18,53,1
18,4,3
18,31,3
18,2,5
18,19,1
18,10,5
18,42,1
18,64,5
18,62,5
18,26,1
18,51,3
18,34,5
18,31,1
18,28,1
18,8,3
18,16,5
18,59,5
18,42,5
18,23,1
18,79,5
18,4,3
18,33,5
18,79,3
18,19,1
19,38,3
19,51,1
19,6,5
19,17,1
19,33,5
19,23,1
19,71,3
19,77,5
19,10,1
19,19,1
19,57,1
19,33,1
19,36,5
19,73,5
19,38,1
19,5,1
19,24,1
19,61,5
19,80,1
19,20,3
19,61,5
19,26,3
19,29,1
19,36,5
19,66,1
19,4,5
19,27,1
19,65,3
19,22,5
19,68,5
19,2,3
20,51,5
20,64,5
20,19,3
20,22,3
20,58,3
20,56,3
20,23,3
20,57,1
20,24,1
20,9,1
20,31,3
20,35,3
20,79,5
20,40,3
20,8,3
20,7,1
20,53,1
20,56,5
